,filename,target,content
135,보건의료지원_07.html,의료급여 본인부담금이 일정 기준액을 초과한 의료급여수급자,"초과 금액의 일부 환급 구분 본인부담금 보상제 본인부담금 상한제 대지급금 지원 1종 수급자 매 30일간 2만 원 초과 시 초과 금액의 50% 지급 매 30일간 5만 원 초과 시 초과 금액 전액 환급 - (노인틀니, 임플란트, 선별급여, 병원 이상 의료기관 상급병실료(2·3인실), 추나요법 및 연장승인 미신청 등으로 인한 건보부담 적용금액, 비급여, 식대 본인부담금 제외) 2종 수급자 매 30일간 20만 원 초과 시 초과 금액의 50% 지급 연간 80만 원 초과 시 초과금액 전액 환급 (단, 요양병원에 연간 240일 초과 입원 시에는 연간 120만 원 초과 금액) 입원 진료비 중 본인부담금 20만 원 초과 시 보장기관이 인정한 금액 (노인틀니, 임플란트, 선별급여, 병원 이상 의료기관 상급병실료(2·3인실), 추나요법 및 연장승인 미신청 등으로 인한 건보부담 적용금액, 비급여, 식대 본인부담금 제외)"
136,보건의료지원_08.html,"의료급여수급자를 1종, 2종으로 구분해 지원 구분 지원대상 1종 수급자 기초생활수급자 : 근로무능력가구, 결핵질환자, 희귀·중증난치질환자, 중증질환자(암환자, 중증화상환자만 해당), 기초생활보장 시설수급자 행려환자, 이재민, 의상자 및 의사자의 유족, 18세 미만 입양아동, 국가유공자, 국가무형문화재 보유자, 북한이탈주민, 5·18민주화운동 관련자, 노숙인 ※ 국가유공자, 국가무형문화재 보유자, 북한이탈주민의 경우 소득재산기준이 있음 2종 수급자 의료급여 수급권자 중 1종 수급대상이 아닌 가구","구분 지원내용 의료급여 진찰·검사, 약제·치료재료의 지급, 처치·수술 기타의 치료, 예방·재활, 입원, 간호, 이송에 대한 의료서비스 제공 ※ 본인부담 : (1종)입원 면제, 외래 1,000~2,000원, (2종)입원 10%, 외래 1,000원~15%, 약국 500원(일부 예외 있음) 요양비 자동복막투석에 사용되는 복막관류액 또는 소모성재료비, 당뇨병 소모성 재료비, 자가도뇨 소모성 재료비, 산소치료비, 인공호흡기·기침유발기 대여비, 양압기 임대비용 및 소모품 구입비 지원 병·의원, 조산소가 아닌 자택 또는 이송 중 출산 시 25만 원 지급 건강검진 · (일반건강검진) 고혈압, 당뇨 등 심뇌혈관질환을 조기 발견하여 치료 및 관리로 연계하기 위해 건강검진 실시(2년에 1회, 비사무직은 매년) - 국가건강검진제도 참조(본 책자 172p) · (생애전환기 건강검진) 성별연령별 특성에 적합한 맞춤형 건강진단 - 골밀도 검사 : 66세 여성 - 인지기능장애 : 66세 이상 2년 마다 - 정신건강검사(우울증) : 70세를 시작으로 10년동안 1회 - 생활습관평가 : 70세 - 노인신체기능검사 : 66, 70, 80세 임신·출산 진료비 임신·출산에 대한 진료비 100만 원을 가상계좌로 지급 (다태아인 경우 140만 원) 장애인 보조기기 구입비 장애인보조기기 구입금액 지급 ※ 보조기기에 대한 유형별 기준액, 고시금액 및 실구입 금액 중 최저금액에 해당하는 금액을 지급"
137,보건의료지원_09.html,"구분 대상자 1종 수급자의 외래 본인부담금 당연 적용(사유 발생 시 일괄 적용) : 18세 미만, 행려환자, 등록 결핵 환자·중증질환자·희귀질환자·중증난치질환자, 선택의료급여기관 적용자, 잠복결핵감염자의 잠복결핵치료 신청에 의한 적용 : 20세 이하 재학자, 임산부, 가정간호대상자 2종 수급자의 입원 본인부담금 제왕절개·자연분만 산모, 6세 미만 아동, 기타 중증질환자(일정기한 내), 잠복결핵감염자의 잠복결핵치료(외래 포함)",해당 급여항목에 대한 본인부담금 면제
138,보건의료지원_10.html,"의료급여 1종 수급자(본인부담면제자, 급여제한자 제외)","· 매월 6,000원(7만 2,000원/연) 지원 · 의료기관 이용 시 차감 후 잔액을 정산하여 차기년도 현금으로 환급 ※ 월 초일부터 말일까지 지속 입원한 경우는 해당기간 분을 제외하여 환급"
139,보건의료지원_11.html,"동일 질환으로 여러 병·의원을 이용하거나 중복투약으로 인하여 연간 의료급여 상한일수 * 를 초과하여 의료급여를 받고자 하는 자 등 * 등록 중증질환, 등록 희귀·중증난치질환, 만성고시질환은 각 질환별 연간 455일, 기타 질환은 질환별 합산하여 연간 545일","본인이 선택한 의료급여기관을 다음 연도 말까지 이용할 것을 조건으로 당해 연도 급여일수를 연장하며, 의료급여 1종 수급자가 선택한 의료급여기관 이용 시 의료급여 비용 중 본인부담금 전액 면제"
140,보건의료지원_12.html,"구분 지원대상 일반 건강검진 · 건강보험가입자 : 지역세대주, 직장가입자 및 20세 이상 세대원과 피부양자 · 의료급여수급자 : 20 ~64세 세대주 및 세대원(66세 이상은 의료급여생애전환기 시행) 암검진 · 위암 : 40세 이상의 남녀(2년 1회) · 간암 : 40세 이상의 남녀 중 간암발생고위험군 * 해당자(6개월 1회) * 간경변증, B형 간염 항원 양성, C형 간염 항체 양성, B형 또는 C형 간염 바이러스에 의한 만성 간질환 환자 · 대장암 : 50세 이상의 남녀(1년 1회) · 유방암 : 40세 이상의 여성(2년 1회) · 자궁경부암 : 20세 이상의 여성(2년 1회) · 폐암 : 54세~74세 남녀 중 고위험군 * 해당자(2년 1회) * 30갑년(하루평균 담배소비량(갑)×흡연기간(년) 이상의 흡연력을 가진 자) ※ 폐암 발생 고위험군으로 확인되어 국가폐암검진을 받았던 자는 검진 후 금연하더라도 금연 15년 이내, 74세까지 폐암검진 대상자 포함 영유아 건강검진 · 만 6세 미만의 영유아 - 월령별로 총 8회(구강검진 4회) 검진 실시 구분 (1차) 생후 14~35일 (2차) 4~6 개월 (3차) 9~12 개월 (4차) 18~24 개월 (5차) 30~36 개월 (6차) 42~48 개월 (7차) 54~60 개월 (8차) 66~71 개월 건강검진 ○ ○ ○ ○ ○ ○ ○ ○ 구강검진 - - - ○ (18~29) ○ (30~41) ○ (42~53) ○ (54~65) - 학생 건강검진 초등학교 1학년부터 3년 주기(초등학교 1·4학년생, 중학교 1학년생, 고등학교 1학년생) 학교 밖 청소년 건강검진 9~18세 학교 밖 청소년(3년 주기)","구분 목표질환 일반 건강검진 · 공통 : 비만, 시각·청각이상, 고혈압, 폐결핵, 신장질환, 빈혈, 당뇨병 등 · 성·연령별 : 이상지질혈증, B형간염, 골다공증, 우울증, 인지기능장애 등 성·연령별 검사항목 실시시기 총콜레스테롤 남성 24세 이상, 여성 40세 이상 4년마다 HDL콜레스테롤 트리글리세라이드 LDL콜레스테롤 B형간염 40세 골밀도검사 54, 66세(여성) 인지기능장애 66세 이상 2년 1회 정신건강검사(우울증) 20, 30, 40, 50, 60, 70세 (해당 연령을 시작으로 10년 동안 1회) 생활습관평가 40, 50, 60, 70세 노인신체기능 66, 70, 80세 치면세균막검사 40세 암검진 · 위암 : 위내시경검사(단, 위내시경검사를 실시하기 어려운 경우 위장조영검사 선택적 시행) · 간암 : 간초음파검사와 혈청알파태아단백검사 병행 · 대장암 : 분변잠혈검사, 이상 소견시 대장내시경검사(단, 대장내시경검사를 실시하기 어려운 경우 대장이중조영검사 선택적 시행) · 유방암 : 유방촬영술 · 자궁경부암 : 자궁경부세포검사 · 폐암 : 저선량 흉부CT 검사 영유아 건강검진 성장·발달이상, 비만, 시각·청각이상, 모유수유, 영양결핍(과잉), 영아돌연사증후군, 안전사고, 대소변가리기, 개인위생, 사회성 발달, 취학전준비, 전자미디어노출, 치아발육상태, 치아우식증 학생건강검진 (교육부) 근·골격 및 척추, 시력측정, 안질환, 청력, 구강상태 등 학교 밖 청소년 건강검진 (여성가족부) 비만, 시각·청각이상, 고혈압, 신장질환, 간질환(B형·C형간염), 성매개질환 등"
141,보건의료지원_13.html,지역 주민,각 지역 특성 및 주민의 건강수요에 따라 다양한 건강증진 사업 수행 · 음주폐해예방(절주) · 신체활동 · 영양 · 비만 예방관리 · 구강보건 · 심뇌혈관질환 예방관리 · 한의약 건강증진 · 아토피 천식예방관리 · 여성어린이특화 · 지역사회중심 재활 · 금연 · 방문 건강관리 · 치매관리
142,보건의료지원_14.html,"만 19~34세 청년 * 출생연도 기준, 1989년생~2004년생, 소득기준 없음",전문상담서비스 및 사전·사후검사 총 10회 제공(재판정 시 연장 가능)
143,보건의료지원_15.html,"의료급여수급자 및 차상위 계층(차상위 본인부담경감대상자로 건강보험증의 구분자 코드 C, E 해당자) 중 만18세 이상 전체 원발성 암환자","암환자에게 연속 최대 3년 간 의료비 지원(연 최대 300만 원, 급여/비급여 구분 없음)"
144,보건의료지원_16.html,"· 의료급여수급자 및 차상위 계층(차상위 본인부담경감대상자로 건강보험증의 구분자 코드 C, E 해당자) 중 등록 신청일 기준 만 18세 미만 전체 암환자 · 건강보험가입자 중 가구소득, 재산 조사 결과가 적합한 등록 신청일 기준 만 18세 미만 전체 암환자 ※ 환자가구 소득은 기준 중위소득 120%(4인 기준 648만 1,157원) 이하, 재산은 최고재산액 300%(대도시 4인 기준 3억 1,742만 3,424원) 이하","백혈병은 연 최대 3,000만 원, 기타 암종은 연 최대 2,000만 원(단, 조혈모세포 이식 시에는 3,000만 원)까지 의료비 지급"
145,보건의료지원_17.html,희귀질환 산정특례에 등록한 건강보험가입자로 환자가구와 부양의무자가구의 소득과 재산이 일정기준 미만인 사람,"· 희귀질환 진료비에 대한 요양급여 중 본인부담금 지원 · 인공호흡기 및 기침유발기 대여료(103개 질환) 지원 · 보조기기 구입비(93개 질환), 간병비(월 30만 원, 97개 질환) 지원 · 선천성대사이상 질환자(만 19세 이상, 28개 질환)에게 특수식이 구입비 지원 (특수조제분유 연간 360만 원 이내 및 저단백즉석밥 연간 168만 원 이내) ※ 간병비, 특수식이 구입비는 의료급여 수급권자, 차상위 본인부담 경감 대상자도 동일하게 지원"
146,보건의료지원_18.html,"입원·격리치료명령을 받아 소득을 상실한 결핵환자로 당해연도 가구별 기준 중위소득의 120% 미만인 환자가구(단, 기초생활수급자 제외)","가구별 생계급여 최저보장 수준으로 지원 &lt;2023년 가구별 생계급여 기준&gt; (단위 : 원/월) 1인가구 2인가구 3인가구 4인가구 5인가구 6인가구 7인가구 62만 3,368 103만 6,846 133만 445 162만 289 189만 9,206 216만 8,394 243만 2,255 ※ 8인 이상 가구의 경우, 1인 증가시마다 26만 3,861원 증가(8인 가구 269만 6,116원)"
147,보건의료지원_19.html,지역 주민,"· 지역사회 주민 대상 우울증, 자살 등 정신건강 상담 및 예방 교육 · 만 18세 이하 또는 취약계층 아동·청소년 정신건강 증진(상담, 교육, 의료비지원 등) · 정신질환자 대상 사례관리, 심층사정평가, 상담 및 사회복귀 지원"
148,보건의료지원_20.html,"· 지역사회 내 중독(알코올, 도박, 마약, 인터넷 등)에 문제가 있는 자 및 그 가족, 지역주민 · 의료기관 또는 시설 등에서 퇴원(소)한 중독자로서 사회적응훈련을 필요로 하는 중독자 · 기타 중독 관련 상담 및 재활훈련서비스가 필요한 사람","· 중독 조기발견 및 단기개입을 통해 고위험군을 발굴 후 심층 사정평가 수행, 교육 및 사례관리서비스를 제공 · 중독자 개인에 대한 전문 사례관리서비스 외에도 가족 단위의 통합적인 사례관리서비스를 제공"
149,보건의료지원_21.html,알코올 중독 문제가 있는 노숙인 및 취약계층,"· 중독자에 대한 사례관리서비스를 제공하고, 대상자 욕구에 부합하는 사회복지서비스를 연계 · 대상자 증상, 동기수준에 맞는 상담·교육 프로그램을 제공 · 노숙인 관련 시설 및 사회복지서비스 기관 등 지역사회 내 중독관리서비스 지원이 필요한 기관과의 네트워크를 구축"
150,보건의료지원_22.html,지역 주민,· 자살위험자 대상으로 자살 위기상담 서비스 제공 및 정신과적 치료연계 · 만성적 복합적 어려움을 지닌 경우 지역사회 내 통합사례관리체계 의뢰 및 연계협력 · 자살유족 상담 및 치료비 지원 등
151,보건의료지원_23.html,정신질환으로 인하여 적시에 적절한 치료가 필요한 자 · 정신건강의학과 전문의에게 진단받은 정신질환자 · 자타해 위험이 발생하여 즉각적으로 응급·행정입원이 필요한 자 · 정신질환의 만성화 예방 및 지속 치료 동기부여가 필요한 초발 정신질환자 및 외래치료 지원(정신건강복지법 제64조)을 받은 자,"지원대상 지원종류 지원항목 및 금액 전 국민 (건강보험가입자) 응급입원비 - 의사와 경찰관의 동의를 받아 3일 동안 입원하는 경우 · 국민기초생활수급자·차상위계층 - 본인일부부담금 및 비급여본인부담금 포함 1인당 연간 최대 450만 원까지 치료비 지원 · 건강보험가입자 - 본인일부부담금 1인당 연간 최대 450만원까지 치료비 지원 ※ 단, 권역정신응급의료센터 정신응급 치료비는 1인당 연간 최대 100만 원까지 치료비 지원 행정입원비 - 지자체장이 진단 및 치료를 지정 정신의료기관에 의뢰하여 입원하는 경우 외래치료 지원 대상자의 외래치료비 - 정신건강심사위원회를 통해 외래치료 지원 행정명령을 받은 경우 건강보험가입자 중 기준 중위소득 120% 이하인 자 발병초기 정신질환 외래치료비 - 최초 진단 * 을 받은 후 5년 이내 치료를 받는 경우 * 해당진단 : 조현병, 분열형 및 망상성 장애(F20-F29), 조병 에피소드(F30), 양극성 정동장애(F31), 재발성 우울장애(F33), 지속성 기분장애(F34) 권역정신응급의료센터 정신응급 치료비 - 권역정신응급의료센터 * 를 이용하는 정신응급 환자에게 치료비 지원 * (서울) 서울특별시 서울의료원, (인천) 가톨릭대학교 인천성모병원, (전북) 원광대학교병원, (경기) 연세대학교의과대학 용인세브란스병원, (울산) 학교법인 울산공업학원 울산대학교병원, (강원) 강원대학교병원, (대전) 충남대학교병원, (제주) 제주대학교병원"
152,보건의료지원_24.html,"65세 이상 노인 또는 65세 미만 노인성질환자(치매, 중풍, 뇌혈관 질환, 파킨슨병 등)로 6개월 이상의 기간 동안 혼자 일상생활을 수행하기 어려운 자 중 장기요양 1~5등급, 인지지원등급을 인정받은 자","구분 지원내용 재가급여 장기요양요원이 수급자의 가정을 방문하여 신체활동 및 가사활동 등을 지원하거나 목욕·간호를 제공, 주야간보호, 단기보호, 복지용구(구입 또는 대여) 등 제공 … 장기요양 급여비용의 15% 본인부담 시설급여 노인요양시설 등 장기요양기관에 입소한 수급자에게 신체활동 지원 및 심신기능의 유지·향상을 위한 교육·훈련 등 제공 … 장기요양 급여비용의 20% 본인부담 특별현금급여 (가족요양비) 섬∙벽지 지역 거주자, 천재지변, 신체·정신 또는 성격 등 대통령령으로 정하는 사유로 가족 등으로부터 방문요양에 상당한 장기요양급여를 받은 경우 가족요양비 월 22만 3,000원 지급"
153,보건의료지원_25.html,노인장기요양보험 수급자 중 감경적용기준(건강보험료 순위 0~50% 이하 등)에 해당하는 사람,본인이 부담하는 장기요양급여 비용의 40% 또는 60% 감경
154,보훈대상자지원_01.html,"독립유공자, 국가유공자, 보훈보상대상자 및 그 유족","희생·공헌 정도, 고령, 부양가족 여부 등 대상자별 여건을 고려해 매월 39만 원~684만 6,000원의 보상금 지급"
155,보훈대상자지원_02.html,"보상금을 받고 있는 독립유공자, 국가유공자, 보훈대상자 또는 그 유족이 사망한 경우 보상금 지급순위에 따른 유족(또는 사망 당시 생활을 같이 하고 있던 친족 중 상속인) ※ 보상금을 받고 있던 유족이 사망한 경우, 보상금 종결 시에만 지급","대상에 따라 112만 7,000원~326만 8,000원의 사망일시금 지급 구분 금액 독립유공자 본인(훈격별) 112만 7,000원 ~ 326만 8,000원 독립유공자 유족(훈격별) 112만 7,000원 ~ 226만 1,000원 상이군경(상이등급별) 112만 7,000원 ~ 170만 4,000원 재일학도의용군 112만 7,000원 보상금지급대상 유족(보상금 종결시) 112만 7,000원"
156,보훈대상자지원_03.html,"독립유공자, 국가유공자, 보훈보상대상자 및 선순위 유족 중 소득인정액이 기준 중위소득 50% (4인 기준 270만 482원) * 이하이면서 부양받을 수 없는 경우 * 단, 1인 가구는 별도 기준금액 적용(119만 1,000원)","생활수준 조사 후 가족 수 및 소득수준에 따라 매월 생활조정수당 지급 · 3인 이하 가족 : 22만 원~28만 3,000원 · 4인 이상 가족 : 27만 3,000원~33만 6,000원"
157,보훈대상자지원_04.html,"만 60세 이상의 무공훈장(태극, 을지, 충무, 화랑, 인헌) 수여자","훈격에 따라 매월 수당 지급 구분 태극 을지 충무 화랑 인헌 금액 47만 원 46만 5,000원 46만 원 45만 5,000원 45만 원"
158,보훈대상자지원_05.html,보상금을 받지 않는 독립유공자의 (손)자녀 중 소득인정액이 기준 중위소득 70%(4인 기준 378만 675원) 이하 또는 기초연금수급자(단독 또는 부부세대)인 경우,"소득 수준에 따라 매월 34만 5,000원~47만 8,000원까지 생활지원금 지원"
159,보훈대상자지원_06.html,애국지사,"훈격에 따라 매월 특별예우금 지급 구분 건국훈장 건국포장 및 대통령표창 3급 4급 5급 월 지급금액 232만 5,000원 192만 원 172만 5,000원 157만 5,000원"
160,보훈대상자지원_07.html,"일제강점기에 국외로 망명했다가 귀국하지 못하고 해외에서 거주하다가 후에 귀국해 대한민국 국적을 취득한 독립유공자의 유족 * 중 세대주 * 유족 : 배우자, 자녀, 손자녀, 며느리(1945년 8월 14일 이전 구호적에 기재된 자)","구분 지급기준 지급금액 애국지사 - 1억 5,300만 원 독립유공자의 유족 중 세대주 · 정착금 지급 당시 세대주인 유족이 1명인 경우 7,500만 원 · 정착금 지급 당시 세대주인 유족이 2명 이상인 경우 - 세대주 외에 가족이 없는 경우 - 세대주와 배우자 및 직계 가족이 2~3명인 경우 - 세대주와 배우자 및 직계 가족이 4명 이상인 경우 8,900만 원 1억 2,800만 원 1억 5,300만 원"
161,보훈대상자지원_08.html,복무 중 사망 또는 부상을 입은 의무경찰·의무소방원·교정시설 경비교도 본인 또는 유족,의무경찰·의무소방원·교정시설 경비교도가 전투 또는 공무수행 중 사망 또는 상이를 입고 퇴직한 경우 사망(상이)급여금을 지급
162,보훈대상자지원_09.html,"국가유공자, 독립유공자, 보훈보상대상자, 5·18민주유공자, 특수임무유공자, 참전유공자 및 그 유족","태풍, 호우, 지진, 한파, 폭염 등 자연재해나 거주하는 주택의 화재로 인한 피해, 특별재난지역의 피해의 경우 피해 정도에 따라 재해위로금 지급 ※ 감염병으로 특별재난지역이 선포된 경우 특별재난지역 외의 지역과 선포 이전의 동일한 사망 피해에 대해서도 재해위로금 지급 구분 내용 위로금 인명 피해 사망·실종 500만 원 2주이상 입원치료 필요한 부상 30만 원 주택 피해 전파 500만 원 반파 250만 원 침수 50만 원 공동주택 피해 2,000만 원 초과 피해 100만 원 1,000만 원 초과 2,000만 원 이하 피해 50만 원 공동이용시설 피해 1,000만 원 초과 피해 500만 원 500만 원 초과 피해 250만 원 기타 재산 피해 1,000만 원 초과 피해 50만 원 50만 원 초과 1,000만 원 이하 피해 30만 원"
163,보훈대상자지원_10.html,만 65세 이상의 6·25전쟁 및 월남전 참전유공자,매월 39만 원의 수당 지급
164,보훈대상자지원_11.html,6·25전투기간 중 전사 또는 순직한 전몰·순직 군경의 자녀,"구분 대상 연금 제적자녀 전사자의 미성년 자녀가 연금을 받다가 성년이 되어 연금 수급권이 소멸된 자 매월 153만 6,000원 ※ 제적 위로 가산금 8만 원 지급 승계자녀 전사자의 배우자 또는 부모가 연금을 받다가 1997년 12월 31일 이전에 사망한 경우의 자녀 매월 130만 7,000원 신규 승계자녀 전사자의 배우자 또는 부모가 연금을 받다가 1998년 1월 1일 이후 사망한 경우의 자녀 매월 43만 9,000원 ※ 생계곤란 추가 지원 11만 4,000원"
165,보훈대상자지원_12.html,월남참전자 및 국내 DMZ 근무자 중 고엽제후유의증 장애 판정을 받은 사람,"장애등급에 따라 매월 수당 지급 구분 고도 중등도 경도 금액 111만 9,000원 82만 5,000원 54만 1,000원"
166,보훈대상자지원_13.html,"고엽제후유증환자로 결정·등록되거나 인정된 고엽제환자의 자녀로 고엽제환자 2세 질병 * 장애 판정을 받은 사람 * 척추이분증(은폐성 척추이분증은 제외), 말초신경병, 하지마비척추병변","장애등급에 따라 매월 수당 지급 구분 고도 중등도 경도 금액 199만 3,000원 154만 9,000원 124만 4,000원"
167,보훈대상자지원_14.html,1~2급 중상이자 중 다친 정도가 심해 다른 사람의 보조 없이는 활동이 어려운 사람,"간병 필요성에 따라 매월 간호수당 지급 2012.7.1.이전 등록 2012.7.1.이후 등록 1급 2급 상시 간호수당 수시 간호수당 269만 7,000원 ~291만 5,000원 93만 2,000원 291만 5,000원 194만 4,000원"
168,보훈대상자지원_15.html,4·19혁명에 참가하여 건국포장을 받은 사람,"매월 40만 1,000원의 수당 지급"
169,보훈대상자지원_16.html,"80세 이상 5·18민주유공자, 특수임무유공자 및 그 선순위 유족, 참전유공자, 고엽제 후유의증 환자 본인 중 소득인정액이 기준 중위소득 50%(4인 기준 270만 482원)이면서 부양받을 수 없는 경우",매월 10만 원의 지원금 지급
170,보훈대상자지원_17.html,"노인성 질환 또는 상이처 등으로 거동이 불편한 65세 이상 중 독거 또는 노인부부세대로 거주하고 계시는 분들로서, 생활정도가 국가보훈처장이 정한 생활수준에 해당하는 분 ※ 생존 애국지사, 애국지사 수권 배우자 및 1급 중상이자 본인은 생활수준과 관계없이 지원 가능 ※ 제외대상 : 국고사업을 통해 동일한 또는 유사한 재가서비스(노인맞춤돌봄서비스, 장기요양급여 중 방문요양)를 받고 있는 대상","재가보훈실무관이 가정을 방문하여 가사활동지원, 건강관리 등 재가서비스 제공 ※ 복지 환경을 고려하여 주 1~3회(1회 1~2시간 서비스 제공)"
171,보훈대상자지원_18.html,"장기요양등급을 받고 보훈요양원 또는 민간요양시설을 이용하는 보훈대상자 본인 및 배우자, 부모(유족) 중 소득인정액이 기준 중위소득 100%(4인 기준 540만 964원) 이하인 경우","보훈대상과 생활수준 * 을 고려해 보훈요양원 또는 민간요양시설 이용에 따른 본인부담금 중 일부(40~80%) 지원 * 상이 1급 국가유공자, 독립유공자(배우자 포함)는 생활수준에 상관없이 지원"
172,보훈대상자지원_19.html,"국가보훈처에서 정한 생활수준 기준에 해당(4인 기준 540만 964원)되고 장기요양등급(1~5급, 인지지원등급) 판정을 받아 민간시설에서 장기요양급여를 받는 고령의 국가유공자(국가보훈처에서 정한 생활수준 기준에 해당하여야 함)","장기요양급여 본인부담금 일부 지원 구분 본인부담금 지원 비율 독립유공자, 상이유공자 80% 그 외 유공자, 배우자, 부모(유족) 40%(의료급여수급자 및 경감대상자는 60%) 장애등급 판정 고엽제후유의증환자, 참전유공자 60%(의료급여수급자 및 경감대상자)"
173,보훈대상자지원_20.html,"아래 대상 중 부양의무자가 없는 65세 이상 남성 또는 60세 이상 여성(상이유공자 본인은 60세 이상 남성 또는 55세 이상 여성) · 독립유공자 및 보상금 지급대상 선순위 유족 · 국가유공자, 5·18민주유공자, 특수임무유공자 및 유족(자녀는 제외) · 장애등급 판정 고엽제후유의증환자, 참전유공자",· 보훈원(수원시 소재 양로시설) 입소 후 의식주 제공 · 의료서비스 지원 및 사망 시 보훈원 부설 공동묘지(창훈묘원) 안장 지원
174,보훈대상자지원_21.html,"· 부양의무자가 없는 독립유공자의 미성년(손) 자녀 · 부양의무자가 없는 국가유공자, 5·18민주유공자, 특수임무유공자의 미성년 자녀 및 동생",보훈원(수원시 소재) 입소 후 의식주 제공 및 교육지원
175,보훈대상자지원_22.html,"· 국비진료 : 독립유공자, 신체 희생이 있는 국가유공자 · 감면진료 : 신체 희생이 없는 국가유공자(무공수훈자, 참전유공자 등)와 유가족","대상 지원내용 국비진료 · 진료비 전액 지원(단, 예방진료 및 외모개선 목적 진료 등은 제외) ※ 아래 대상자는 부상(질병 포함)당한 곳 이외의 질환 진료 시 10% 본인 부담 - 2012년 7월 1일 이후 등록한 7급 상이유공자(전공상군경, 재해부상군경 등) - 2016년 6월 23일 이후 등록한 고엽제 경도환자, 5·18민주화운동 부상자 중 12~14등급자, 특수임무부상자 7급 · 고난이도 난치성 질환으로 보훈병원 진료가 곤란할 시 전문의료기관 등에 진료 의뢰(전문위탁진료) 감면진료 · 본인부담액의 30~90% 감면"
176,보훈대상자지원_23.html,"· 국비진료 : 독립유공자, 신체 희생이 있는 국가유공자 · 감면진료 : 건강보험 가입자로서 75세 이상 무공수훈자, 참전유공자, 재일학도의용군인, 보상금을 받는 선순위자 1인, 6·25자녀수당을 받는 선순위자녀, 보상금을 받는 재해사망(부상) 군경의 배우자","대상 지원내용 국비진료 · 건강보험 적용 진료비 전액 지원[건강보험 급여부분과 비급여 일부항목(초음파 검사, MRI, 건위소화제)] ※ 상이등급을 받지 못한 경우 상이처(합병증 포함) 국비진료 · 아래 대상자는 부상(질병 포함) 당한 곳 이외의 질환 진료 시 10% 본인부담 - 2012년 7월 1일 이후 등록한 7급 상이유공자(전·공상군경, 재해부상 군경 등) - 2016년 6월 23일 이후 등록한 고엽제 경도환자, 5·18민주화운동 부상자 중 12~14등급자, 특수임무부상자 7급 감면진료 · 건강보험 적용 진료비의 60~90% 감면(비급여 제외) · 감면대상자가 위탁병원 이용 시 약국 약제비 지원 - 75세 이상 참전유공자 및 재일학도의용군인(1인당 연간 25만 2,000원 한도) - 75세 이상 무공수훈자(1인당 연간 16만 원 한도) ※ 유족은 약국 약제비 미지원"
177,보훈대상자지원_24.html,"독립유공자, 신체 희생이 있는 국가유공자",종류 지원내용 응급진료 즉시 필요한 처치를 안 하면 생명을 보전할 수 없거나 중대한 합병증을 유발할 것으로 판단되는 국비진료대상자가 인근 의료기관에서 진료(입원한 날부터 14일 이내 관할 보훈관서에 통보) 통원진료 국비진료대상자가 보훈병원 또는 위탁병원(해당 진료과목이 없거나 해당 진료과목에 전문의가 없는 경우 포함)이 없는 경우 의료기관에 입원하지 않고 왕래하면서 받는 외래진료(보훈관서에 사전 신청) 보철구 지급 상이처 또는 질병으로 보철구가 필요한 사람에게 의수·의지 등 보철구를 맞춰주거나 제작품·구매품으로 지급
178,보훈대상자지원_25.html,국가유공자 및 유가족 등 보훈가족,"우울, 불면 등 심리적 아픔을 가진 국가유공자를 치유하기 위해 기초상담, 심리검사, 프로그램 등을 지원"
179,보훈대상자지원_26.html,"독립유공자, 국가유공상이자(1~7급, 보훈보상대상자 포함), 5·18민주화운동 부상자(1~14급), 고엽제 후유의증환자(고·중·경도)",복지카드로 보철용 LPG차량의 LPG 충전 시 리터당 220원 할인(월 300리터 한도) ※ 유류세 인하(인상) 등의 변동이 생길 경우 해당 조치에 따른 LPG 할인 지원 단가 조정이 적용됨(유류세 인하조치에 따라 2022.7.1. 0시부터 2023.4.30. 24시까지 리터당 150원 할인으로 조정 적용중)
180,보훈대상자지원_27.html,"독립유공자, 국가유공상이자(1~7급, 보훈보상대상자 포함), 5·18민주화운동 부상자(1~14급), 고엽제 후유의증환자(고·중·경도)","보철용 차량 중 전기자동차 또는 수소전기자동차인 경우 지원 · 충전비 지원 : 복지카드로 보철용 친환경차량에 전기 또는 수소 충전 시 월 29,000원 한도 내에서 지원 · 구매보조금 지원 : 친환경차량을 신규로 구매하여 2022.1.1. 이후 신규 등록한 경우 100만 원 정액 지원(차량 최초 등록일로부터 90일 이내 신청)"
181,보훈대상자지원_28.html,"애국지사, 국가유공상이자(1~7급), 5·18민주화운동 부상자(1~14급)","버스, 지하철, 내항여객선, 열차 등 교통시설 이용 시 무료 또는 할인 ※ 수송시설의 종류, 지원대상 및 상이등급 등에 따라 할인율과 세부지원 내용이 다르므로 자세한 사항은 보훈상담센터로 문의"
182,보훈대상자지원_30.html,"국가유공자, 5·18민주유공자, 특수임무유공자와 수권유족 * , 보훈보상 대상자와 수권 배우자, 생활지원금을 받는 독립유공자의 자녀 * 수권유족 : 국가유공자 사망 후 국가유공자가 생전에 받던 혜택을 승계하여 받는 유족","주택 구입(아파트 분양)·임차(아파트 임대)·개량, 농토 구입, 사업 운영 및 생활안정자금을 연이율 2.4~3.4%의 저금리 대출 ※ (한도액) 대부 종류별로 300만~8,000만 원, (상환기간) 3~20년"
