filename,title,index,category,question,question_eng
취업지원_07.html,자활근로,432,취업지원,자활근로 참여하기 서비스의 대상은 누구이며 어떤 내용을 제공하나요?,Who is eligible for the 자활근로사업단 service and what does it provide?
취업지원_10.html,청년내일저축계좌,435,취업지원,'청년을 위한 저축 계좌' 서비스의 대상과 내용은 무엇인가요?,Who is eligible for the '청년내일저축계좌' service and what are its contents?
취업지원_13.html,여성 경제활동 촉진 지원사업,438,취업지원,여성 경제활동 촉진을 위한 서비스의 대상과 내용은 무엇인가요?,What are the target and contents of the service for women's economic activity promotion?
취업지원_16.html,여성기업 확인서 발급,441,취업지원,여성기업 확인서 발급받기 서비스의 대상과 내용은 무엇인가요?,What is the target and contents of the 여성기업 확인서 발급 service?
취업지원_19.html,중장년 기술창업센터 지원,444,취업지원,"지원 대상은 누구이며, 서비스의 내용은 무엇인가요?",Who is eligible for the support and what are the contents of the service?
취업지원_22.html,고령자 계속고용장려금,447,취업지원,고령근로자 지원금은 누구에게 지원되며 근로자 1인당 얼마의 지원금이 제공되나요?,Who is eligible for the Continued Employment Incentive for Elderly Workers and what is the amount of support provided per worker?
취업지원_25.html,현장실습 기업현장 교육지원,450,취업지원,기업에서 제공하는 현장실습 교육지원의 대상은 누구인가요?,Who is the target of the support for on-site training at company sites?
취업지원_28.html,중앙취업지원센터 운영,453,취업지원,이 서비스의 대상은 누구이며 어떤 지원을 제공하나요?,Who is the target of the service and what does it provide?
취업지원_31.html,산업계 주도 청년 맞춤형 훈련,456,취업지원,'산업계에서 청년들을 위한 맞춤형 훈련'의 대상과 내용은 무엇인가요?,What is the target and content of the '산업계에서 청년들을 위한 맞춤형 훈련'?
취업지원_34.html,해외취업 지원,459,취업지원,해외취업 지원 서비스의 대상과 내용은 무엇인가요?,What are the target and contents of the overseas employment support service?
