index,category,filename,title,overall_description,content_description,content_long_description,target_description,target_long_description,target_synonyms,content_synonyms,keyword,summary
55,기타지원,기타지원_56.html,농촌 공동 아이돌봄센터,The Rural Cooperative Childcare Center,Facility and operating expenses support,The Rural Cooperative Childcare Center provides financial support for facility expenses (up to 152 million won) and operating expenses (up to 13.7 million won).,Small-scale public childcare centers in rural areas,"The Rural Cooperative Childcare Center is targeted towards small-scale public childcare centers (with 3 to 20 children) in rural areas, including government-run and social welfare corporation childcare centers. However, it does not apply to social welfare corporation childcare centers in areas without government-run childcare centers.","{'rural areas': ['countryside', 'village', 'rural regions'], 'small-scale': ['compact', 'limited', 'small-sized'], 'public childcare centers': ['government-run childcare centers', 'state-funded daycare centers', 'public nurseries']}","{'facility expenses': ['building costs', 'infrastructure expenses', 'construction fees'], 'operating expenses': ['running costs', 'maintenance expenses', 'day-to-day expenditures'], 'support': ['assistance', 'aid', 'financial help']}","['농촌 공동 아이돌봄센터', '어린이집', '소규모', '국공립', '사회복지법인', '시설비', '토지재배', '주말농장체험', '보육인력양성', '세부사항', '신청기간', '운영자금지원', '종사자생활안정화', '근로자지원사업', '농산물가공', '빈곤대책추진단', '김치', '육아지원세미나', '보육료', '무인식수제조시스템', '국민취약계층', '노인문화체험', '동일서비스밀접연관기련전담기구', '후견인지원사업', '경제적어려움가정', '게임중독예방', '출산산후도우미지원', '엄마친구지원사업', '대표자', '옥림어린이집', '전라북도청', '대리운전비용지원', '성인교육시설관련전문강사계약지', '경상남도청', '마루터치몬스터농부', '농장곡유인화', '신속세 3일내환수의무법에따라공제신고한고가산류판매자료', '소비자와이즈위크', '생활소득활용사업', '노동부지적점검서', '양계월령기준', '도서문화 기업체 겹임지원사업', '아주작은광장책', '자녀예산방학코칭클래스']",농촌 공동 아이돌봄센터는 소규모 국공립 어린이집 및 사회복지법인 어린이집을 대상으로 하여 시설비와 운영비를 지원하는 서비스입니다.
56,기타지원,기타지원_57.html,이동식 놀이교실,Mobile Playroom,Support for operating costs of a mobile playroom,"The service provides financial support for operating a mobile playroom, including expenses for renting vehicles, hiring staff, and providing toys and books. The maximum support amount is 152 million won.",Local government officials or delegated operators who want to operate a mobile playroom,"The target of this service includes local government officials such as mayors and county executives, as well as delegated operators such as comprehensive childcare support centers. They should have the intention to operate a mobile playroom in rural villages.","{'local government officials': ['government officials', 'municipal officials', 'public servants'], 'delegated operators': ['contracted operators', 'outsourced operators', 'authorized operators'], 'mobile playroom': ['movable playroom', 'portable playroom', 'roaming playroom']}","{'operating costs': ['operational expenses', 'running costs', 'expenditure'], 'financial support': ['funding', 'financial assistance', 'grants'], 'renting vehicles': ['vehicle leasing', 'car rental', 'vehicle hire'], 'hiring staff': ['employing personnel', 'recruiting employees', 'staff recruitment'], 'toys and books': ['playthings and literature', 'play materials and reading materials', 'play items and educational materials']}","['이동식 놀이교실', '모바일 놀이교실', '농촌 아동지원', '차량 기반 놀이교실', '보육 프로그램', '지자체 운영 지원', '육아종합지원센터', '농촌마을 방문', '놀이교실 운영비', '시·도지사·시장·군수', '아동복지', '놀이교실 인건비', '농림축산식품부', '대여놀이교실', '도서대여', '차량임차료', '농촌아동지원', '인간관계 발달', '보육프로그램', '놀이강사', '아동발달지원', '운영비 지원', '농촌 육아 지원', '육아정책', '신청 방법', '신청기간', '지자체 신청', '노령화 사회', '보육환경 개선', '사회복지 기관', '대상자', '시장', '군수']","이동식 놀이교실은 시·도지사·시장·군수 또는 위탁운영자(육아종합지원센터 등)를 대상으로 운영되며, 농촌마을 방문을 통해 놀잇감 및 도서 대여와 보육프로그램 운영을 지원하고자 한다. 이를 위해 최대 1억 5,200만 원의 운영비가 지원된다."
57,기타지원,기타지원_58.html,농번기 아이돌봄방,Nongbeon-gi Idol Babysitting Room is a service provided by the Rural Hope Foundation to support childcare in rural areas.,The service provides financial support for the establishment and operation of childcare facilities in rural areas.,The Nongbeon-gi Idol Babysitting Room service offers financial support to corporations or organizations in rural areas that want to operate childcare facilities. The support includes funding for facility establishment (up to 20 million won per facility) and operation costs (up to 26 million won depending on the duration of operation).,The target of the service is corporations or organizations in rural areas that want to operate childcare facilities.,"The Nongbeon-gi Idol Babysitting Room service is aimed at corporations or organizations in rural areas that have the necessary expertise, facilities, and staff for childcare. These entities can apply for financial support through the Rural Hope Foundation during the designated application period set by the Ministry of Agriculture, Food and Rural Affairs.","{'corporations': ['companies', 'businesses', 'enterprises'], 'organizations': ['associations', 'groups', 'institutions'], 'rural areas': ['countryside', 'remote areas', 'non-urban regions'], 'childcare facilities': ['daycare centers', 'nurseries', 'preschools']}","{'financial support': ['funding', 'financial assistance', 'monetary aid'], 'establishment': ['creation', 'setting up', 'formation'], 'operation': ['management', 'running', 'functioning'], 'childcare facilities': ['daycare centers', 'nurseries', 'preschools']}","['아이돌봄방', '주말보육서비스', '농촌아이들', '전문시설', '인력지원', '농번기', '농촌지역', '농촌아이돌봄', '농어촌희망재단', '농촌자녀들', '시설비', '지원금', '시설구축비', '시설관리비', '자금지원', '운영비', '운영비지원', '경비', '재료비', '교사용역', '농림축산식품부', '정부지원', '농촌서비스', '농업부처', '정책', '희망재단', '신청절차', '지원신청', '문의방법', '담당부서', '농어촌희망재단', '장애인아이돌봄방', '장애인보육', '농아동보육비용', '농어민지원', '농어민지원사업', '주말동안아이돌봄', '주말아이돌봄서비스', '농촌지역아이들', '신설된아이돌봄실시', '전문성', '전문인력', '아이돌볼수있는장소', '아이돌관리', '아이돌체험', '주말보육서비스', '주말가정양육', '일터양육집중', '영익자립촌테를받은상주농어민', '복리지원']","농번기 아이돌봄방은 농촌지역에서 보육에 필요한 전문성, 시설 및 인력을 갖추고 농번기 주말동안 아이들을 돌볼 수 있는 서비스입니다. 농림축산식품부가 지원하는 이 프로그램은 최대 2,000만 원의 시설비와 최대 2,600만원 내외의 운영비를 지원합니다."
58,기타지원,기타지원_59.html,농촌 보육 교사 특별근무수당,The service provides a special work allowance for rural childcare teachers.,"The service offers a monthly special work allowance of 110,000 won.","The service provides a monthly special work allowance of 110,000 won to childcare teachers, therapists, and substitute teachers who work in rural childcare centers or part-time childcare facilities. The allowance is provided to those who work at least 15 days a month for 8 hours a day.","The target of the service includes childcare teachers, therapists, and substitute teachers working in rural childcare centers or part-time childcare facilities.","The target of the service includes childcare teachers, therapists, and substitute teachers who work in rural childcare centers or part-time childcare facilities. They should have worked at least 15 days a month for 8 hours a day to be eligible for the special work allowance.","{'childcare teachers': ['nursery teachers', 'preschool teachers', 'early childhood educators'], 'therapists': ['occupational therapists', 'speech therapists', 'physical therapists'], 'substitute teachers': ['temporary teachers', 'relief teachers', 'stand-in teachers'], 'rural childcare centers': ['countryside childcare centers', 'farm childcare centers', 'village childcare centers'], 'part-time childcare facilities': ['hourly childcare facilities', 'flexible childcare facilities', 'temporary childcare facilities']}","{'special work allowance': ['extra work allowance', 'additional work compensation', 'bonus for special work'], 'monthly': ['per month', 'every month', 'on a monthly basis'], '110,000 won': ['110K won', '110 thousand won', 'one hundred ten thousand won']}","['농촌 보육 교사 특별근무수당', '농담', '농촌 보육', '보육교사', '치료사', '담임교사', '농촌지역 소재 어린이집', '농촌어린이집', '어린이집', '두부전골 어린이집', '감자전골 어린이집', '시간제보육 제공기관', '시간제보육', '제공기관', '유아보육', '실내 활동', '대체교사', '교사대체인력', '교사', '치료사', '담임교사', '평일 8시간', '주간근무시간', '평일 근무', '근로시간', '근무시간 조정', '월 15일 이상 근무', '월근무일수', '월별 근무일 수', '근무일수', '일수', '신청 방법', '신청 절차', '신청방법', '접수방법', '지원방법', '매월 23일 ~ 말일까지', '매월 기간', '매월 마감일', '신청기간', '신청 가능일', '정보시스템', '통합정보시스템', '어린이집 정보', '온라인 신청', '보건복지 상담센터(☎129)', '상담센터', '보건복지센터', '상담전화번호', '문의전화번호', '민원접수']","농촌 보육 교사 특별근무수당은 농촌지역 소재 어린이집 및 시간제보육 제공기관에서 일하는 보육교사, 치료사, 담임교사를 대체하는 대체교사들에게 지급되는 월 11만 원의 특별근무수당입니다. 이 근무수당을 받기 위해서는 평일 8시간 기준으로 월 15일 이상 근무해야 합니다. 신청은 매월 23일부터 말일까지 보육통합정보시스템을 통해 접수하면 됩니다."
59,기타지원,기타지원_60.html,의사상자 등 지원,Support for victims of accidents or disasters,Compensation and support for the families of victims and injured individuals,"The service provides compensation and support to the families of victims and injured individuals based on the payment criteria of the year in which the accident occurred. It also offers additional support such as medical benefits, education protection, employment protection, and fee reductions for national cemeteries and cultural sites.",Families of victims and injured individuals,The service is available for the families of victims and injured individuals who have been recognized as victims of accidents or disasters. This includes both the families of deceased victims and those who have suffered injuries.,"{'families': ['relatives', 'kin', 'households'], 'victims': ['casualties', 'sufferers', 'affected individuals'], 'injured individuals': ['wounded individuals', 'hurt individuals', 'damaged individuals']}","{'compensation': ['reparation', 'remuneration', 'indemnity'], 'support': ['assistance', 'aid', 'help'], 'medical benefits': ['healthcare benefits', 'medical coverage', 'medical assistance'], 'education protection': ['educational support', 'schooling protection', 'academic assistance'], 'employment protection': ['job security', 'workplace safeguard', 'career support'], 'fee reductions': ['discounted fees', 'lowered charges', 'reduced costs'], 'accidents': ['incidents', 'mishaps', 'unfortunate events'], 'disasters': ['catastrophes', 'calamities', 'tragedies'], 'victims': ['casualties', 'sufferers', 'affected individuals'], 'injured individuals': ['wounded individuals', 'hurt individuals', 'damaged individuals']}","['의사상자', '구조행위', '보상금', '지원', '의상자', '부상등급', '보상금', '보건복지부', '유민시', '신청기간', '신청방법', '사회복지', '보건응급센터', '의료급여', '교육보호', '장제보호', '보상금액', '유족보상금', '의상자보상금', '금액차등지원', '국립묘지안장', '고궁', '지원제도', '시군구청', '의사상자인정', '결정통보', '의사상자심사위원회', '시도', '부상', '직무외활동', '구조행위', '인정신청', '의사', '유족', '가족', '설명안내', '보건복지상담센터', '문의사항', '전화번호', '신청기간제한']","이 서비스는 의사상자 및 의상자에게 보상금 및 다양한 지원을 제공합니다. 서비스의 대상은 의사상자의 유족과 의상자 그리고 가족입니다. 주요 내용으로는 의사상자와 의상자를 인정하고, 신청 기간과 방법, 보상금액, 그 외 지원제도 등이 있습니다."
60,기타지원,기타지원_61.html,북한이탈주민 사회보장 지원,Support for social security for North Korean defectors,Support includes livelihood and medical benefits,"The support includes special provisions for livelihood and medical benefits for a period of up to 5 years after the initial relocation. Additional income recognition is applied for households with work-disabled members, and work-capable households are required to participate in self-reliance programs for the first 6 months after relocation.",North Korean defectors facing difficult living conditions,The service is targeted towards North Korean defectors who are experiencing challenging living conditions.,"{'North Korean defectors': ['North Korean refugees', 'North Korean escapees', 'North Korean asylum seekers'], 'living conditions': ['quality of life', 'standard of living', 'socioeconomic circumstances'], 'difficult': ['challenging', 'hardship', 'tough']}","{'livelihood benefits': ['financial support', 'welfare assistance', 'income aid'], 'medical benefits': ['healthcare support', 'medical assistance', 'health benefits'], 'special provisions': ['exceptional regulations', 'specific rules', 'particular provisions'], 'income recognition': ['income assessment', 'income evaluation', 'income determination'], 'work-disabled': ['unable to work', 'incapacitated for work', 'work-incapable'], 'work-capable': ['able to work', 'capable of working', 'employable'], 'self-reliance programs': ['employment programs', 'job training initiatives', 'workforce development schemes'], 'relocation': ['resettlement', 'moving', 'migration'], 'North Korean defectors': ['North Korean refugees', 'North Korean escapees', 'North Korean asylum seekers'], 'social security': ['welfare services', 'public assistance', 'social welfare']}","['북한이탈주민', '탈북자', '북한이동', '북한이탈', '북한이탈민', '북한이탈자', '생계급여', '살림돕기', '생활지원', '재난지원', '긴급복지', '나누기', '의료급여', '진료비지원', '의료비지원', '의료보험', '의대', '건강지원', '특례', '특별지원', '도우미', '더크게', '더큰도움', '소외계층', '거주지전입', '이사', '이전', '이주', '전입서류', '거점설치', '근로무능력가구', '노동능력없음', '일못하는가구', '그냥계속아파하는가구', '근로할수없는세대', '능력잡아라', '소득인정액', '소득적합성', '소득받는액수', '급여지원액', '급여받은돈', '수입포함', '부양의무자', '결혼이율로해야', '가족입증서류알려줘요', '부양가족으로신고할부분', '봉양임무자로등록되려면', '양자가족인정방법', '근로능력가구', '일하러갈만한선거래관계가직업용어라는말도들었던데', '이런게근로능력있는가구에쓰이는거겠지', '개미처럼일하는집들이', '일하다보니까그생활비국민연금보조가필요한것같아요', '나도사회적진입경로찾고노력할게요', '노령연금', '노인연금', '기침부르릉', '일을치르는연금', '양로원안에서환영받을입소조건', '계열틀린연금종류']","북한이탈주민을 위한 사회보장 지원에 대해 설명하고 있습니다. 이 서비스는 생계급여, 의료급여, 국민연금 등으로 북한이탈주민의 생활이 어려운 부분을 지원합니다."
61,기타지원,기타지원_62.html,북한이탈주민 취약계층 긴급생계비 지원,Emergency livelihood support for vulnerable North Korean defectors,"Emergency livelihood support provided once a year, up to 1.5 million won (maximum lifetime limit of 5 million won)","The service provides emergency financial support to vulnerable North Korean defectors who are experiencing income instability due to various reasons such as loss of income, unemployment, business closure, family abandonment, domestic violence, or inability to live in their residence due to fire or natural disasters. The support is given once a year, with a maximum amount of 1.5 million won and a lifetime limit of 5 million won.",Vulnerable North Korean defectors with income below 75% of the median income,"The service is targeted towards North Korean defectors who fall under the vulnerable category and have an income below 75% of the median income. This includes individuals who have lost their income due to various reasons such as death, disappearance, imprisonment, job loss, business closure, fire, severe illness, or injury. It also includes those who have experienced family abandonment, neglect, abuse, domestic violence, or sexual assault. Additionally, individuals who are facing difficulties in their livelihood due to divorce, family estrangement, or being at high risk of suicide or suicide attempt are also eligible for the support.","{'North Korean defectors': ['North Korean refugees', 'North Korean asylum seekers', 'North Korean migrants'], 'vulnerable': ['at-risk', 'disadvantaged', 'needy'], 'income instability': ['financial instability', 'unstable income'], 'loss of income': ['income loss', 'reduced income', 'lack of income'], 'unemployment': ['joblessness', 'job loss', 'lack of employment'], 'family abandonment': ['abandoned by family', 'family neglect', 'family desertion'], 'domestic violence': ['family violence', 'spousal abuse', 'intimate partner violence'], 'residence difficulties': ['housing challenges', 'living difficulties', 'accommodation problems'], 'divorce': ['marital separation', 'marriage dissolution', 'legal separation'], 'suicide risk': ['high suicide probability', 'suicidal tendencies', 'suicide vulnerability']}","{'emergency support': ['urgent aid', 'crisis assistance', 'immediate relief'], 'livelihood': ['sustenance', 'means of support', 'way of life'], 'financial assistance': ['financial aid', 'monetary help', 'economic support'], 'maximum amount': ['highest limit', 'top amount', 'maximum sum'], 'once a year': ['annually', 'yearly', 'per annum'], 'income stability': ['financial stability', 'stable income', 'consistent earnings'], 'income loss': ['loss of income', 'reduced income', 'lack of income'], 'residence difficulties': ['housing challenges', 'living difficulties', 'accommodation problems'], 'divorce': ['marital separation', 'marriage dissolution', 'legal separation'], 'suicide risk': ['high suicide probability', 'suicidal tendencies', 'suicide vulnerability']}","['북한이탈주민', '북한탈북민', '북한이탈', '북한생활안정지원', '북한탈주', '취약계층', '사회적약자', '빈곤계층', '저소득층', '경제적여건약화', '긴급생계비 지원', '긴급복지지원', '긴급생계지원', '긴급지원', '생계비대출', '소득 상실', '소득활동중단', '양육문제', '경제우위상실', '긴급재난지원금', '생계 안정', '기초수급', '긴급복지', '생활안정', '긴급급여', '가정폭력', '가정폭력피해자', '가정폭력구제', '가정폭력예방', '가정폭력지원', '화재', '화재피해자', '화재예방', '화재보험', '화재대비', '자연재해', '재해피해자', '재해예방', '재난관리', '재난복구', '가족관계단절', '가정문제', '가족문제', '가족카운셀링', '가족위기', '자살고위험군', '자살예방', '자살극복', '자살유예', '자살예방전화']","북한이탈주민 취약계층을 위한 긴급생계비 지원은 기준 중위소득 75% 이하의 북한이탈주민을 대상으로 한다. 이를테면, 소득 상실, 가계 문제, 사회적 약자 등에게 생계 안정을 제공한다."
62,기타지원,기타지원_63.html,북한이탈주민 의료비 지원,The service provides medical expense support for North Korean defectors.,"The service covers medical expenses for general illnesses, chronic/severe/rare diseases, and organ transplants.","The service provides financial support for North Korean defectors who have received treatment for illnesses. It covers the full cost of hospitalization or outpatient treatment for general illnesses, with a maximum support limit of 3 million won per year. For chronic/severe/rare diseases, there is no limit on the number of applications, and the support limit is 8 million won per year. Organ transplant recipients receive a one-time support of up to 10 million won, with an additional 8 million won for those who are also eligible for support under the chronic/severe disease criteria.",The service is targeted towards North Korean defectors with a median income of 120% or less of the standard income level who have received treatment for illnesses.,"The service is specifically for North Korean defectors who have a median income of 120% or less of the standard income level and have received treatment for illnesses. However, it is limited to those who are private insurance policyholders. The service aims to provide financial assistance to those who may struggle to afford medical expenses.","{'North Korean defectors': ['defectors from North Korea', 'North Korean refugees', 'escapees from North Korea'], 'medical expense support': ['financial assistance for medical expenses', 'medical cost coverage', 'healthcare expense aid'], 'income level': ['income threshold', 'earnings level', 'salary range'], 'private insurance': ['individual insurance', 'personal coverage', 'non-governmental insurance'], 'treatment': ['medical care', 'therapy', 'healthcare']}","{'medical expenses': ['healthcare costs', 'medical bills', 'treatment fees'], 'general illnesses': ['common diseases', 'ordinary ailments', 'typical health conditions'], 'chronic diseases': ['long-term illnesses', 'persistent conditions', 'ongoing disorders'], 'severe diseases': ['serious illnesses', 'grave conditions', 'critical disorders'], 'rare diseases': ['uncommon illnesses', 'unusual conditions', 'exceptional disorders'], 'organ transplants': ['organ grafts', 'organ replacements', 'transplant surgeries'], 'support limit': ['assistance cap', 'aid threshold', 'maximum support'], 'hospitalization': ['admission', 'inpatient care', 'hospital stay'], 'outpatient treatment': ['ambulatory care', 'non-hospital treatment', 'clinic visits'], 'application': ['request', 'submission', 'claim']}","['북한이탈주민', '탈북자', '북한주민', '북한내주민', '북한국민', '의료비지원', '본인부담금', '서비스지원', '금전지원', '의료보험', '질환치료', '입원치료', '외래치료', '연간지원금액', '보험가입', '중위소득', '소득기준', '경제적지원', '빈곤층지원', '급여수준', '일반질환', '일반치료', '일반진료', '일반이식', '보험지원', '만성질환', '중증질환', '희귀난치성질환', '만성치료', '희귀치료', '외래치료', '외래병실', '외래입원', '외래진료', '외래수술', '본인부담금', '자기부담금', '내야할돈', '부담금액', '비용지불', '장기이식', '장기기증', '이식수술', '이식검사료', '이식환자', '남북하나재단', '하나센터', '재단문의', '전화번호', '연락처']","2023년에 질환으로 치료받은 기준 중위소득 120% 이하의 북한이탈주민을 대상으로 의료비를 지원하는 서비스입니다. 일반질환과 만성·중증·희귀난치성질환, 장기이식에 대해 본인부담금의 100%를 지원하며, 연 최대 800만 원까지 도움을 받을 수 있습니다. 신청은 병원 내 의료사회복지사 또는 하나센터에서 가능하며, 상세 문의는 남북하나재단(☎1577-6635)로 해주세요."
63,기타지원,기타지원_64.html,북한이탈주민 정착금 지원,The service provides financial support for North Korean defectors to help them settle down.,The service includes providing a basic amount of 9 million won per household and additional amounts for vulnerable groups.,"The service offers a basic amount of 9 million won per household for North Korean defectors. In addition, vulnerable groups such as the elderly, disabled individuals, those undergoing long-term treatment, single parents, and families raising children born in third countries can receive a maximum of 15.4 million won.",The target of the service is North Korean defectors.,The service is specifically designed for individuals who have defected from North Korea and are in need of financial support to settle down in South Korea.,"{'North Korean defectors': ['defectors from North Korea', 'escapees from North Korea', 'refugees from North Korea'], 'financial support': ['financial assistance', 'economic aid', 'monetary help'], 'settle down': ['establish themselves', 'adapt', 'find stability']}","{'basic amount': ['base sum', 'fundamental payment', 'primary sum'], 'additional amounts': ['extra payments', 'supplementary sums', 'added funds'], 'vulnerable groups': ['at-risk populations', 'disadvantaged individuals', 'underprivileged communities'], 'elderly': ['senior citizens', 'older adults', 'aged individuals'], 'disabled': ['handicapped', 'impaired', 'physically challenged'], 'long-term treatment': ['prolonged therapy', 'extended medical care', 'ongoing rehabilitation'], 'single parents': ['unmarried parents', 'sole caregivers', 'individuals raising children alone'], 'families raising children': ['households with dependent children', 'parenting families', 'child-rearing households'], 'third countries': ['foreign nations', 'other countries', 'non-native lands']}","['북한이탈주민', '북한난민', '북난', '북한이탈자', '북한이탈민', '정착금', '정착자금', '정착수당', '정착보조금', '이주지원금', '대상', '지원대상', '혜택대상', '지원받는분들', '도움받는사람들', '내용', '지원내용', '지원방법', '근거사항', '실행계획', '구분', '분류', '카테고리', '구체화', '세부사항', '기본금', '최저기본급', '기본수당', '저소득자금액', '가산금', '추가금액', '부가지원금', '비용지원', '보완지원', '취약계층', '어려운계층', '위험계층', '약자지원', '깨알도우미', '신청', '지원신청', '참가신청', '이용방법', '청구절차', '문의', '연락처', '상담', '고객센터', '문의사항']","북한이탈주민을 대상으로 한 정착금 지원 프로그램은 기본적으로 1인 세대당 900만 원을 지급하며, 고령, 장애, 장기치료를 필요로 하는 가정, 한부모 가정, 그리고 3국출생자녀를 양육하는 가정과 같은 취약계층을 위해 최대 1,540만 원까지 추가로 지급됩니다. 신청은 북한이탈주민정착지원사무소 또는 남북하나재단에 하며, 상세 내용은 해당 기관으로 문의하시면 됩니다."
64,기타지원,기타지원_65.html,탈북학생 교육 지원,Support for education of North Korean defector students,"Customized mentoring, long-term growth mentoring, and psychological counseling for smooth growth and adaptation of North Korean defector students","The service provides one-on-one customized mentoring by homeroom and subject teachers, long-term growth mentoring for more than 2 years in various areas of school and outside school life, and psychological counseling for the smooth growth and adaptation of North Korean defector students.",North Korean defector students in elementary and middle schools,"The service is targeted towards North Korean defector students who are currently enrolled in elementary and middle schools, and were born in North Korea or a third country.","{'North Korean defector students': ['North Korean refugee students', 'defected students from North Korea', 'students who escaped from North Korea'], 'elementary and middle schools': ['primary and secondary schools', 'grade schools and middle schools', 'K-8 schools']}","{'customized mentoring': ['personalized mentoring', 'individualized mentoring', 'tailored mentoring'], 'long-term growth mentoring': ['sustained development mentoring', 'extended progress mentoring', 'prolonged improvement mentoring'], 'psychological counseling': ['mental health counseling', 'emotional support counseling', 'therapy for psychological well-being']}","['탈북학생', '북한탈북', '탈북청소년', '북한출신', '탈북지원', '교육 지원', '교사멘토링', '학교생활관리', '심리상담', '성장지원', '초·중등학교', '재학학생', '담임교사', '교과교사', '교육지원센터', '맞춤형 멘토링', '개인별지원', '특성반영', '진로지도', '학습지도', '장기 성장 멘토링', '지속적지원', '종합적지도', '자기능력강화', '원활한 성장 · 적응', '학습적응', '대인관계', '자아개발', '문제해결능력', '심리상담', '심리지원', '정서지원', '스트레스관리', '자기조절능력', '담임·교과 교사', '멘토링서비스', '협업지원', '진로지도', '학습지도', '학교 안팎 생활영역', '학교생활도움', '학교내외폭력', '성문제', '학급사회', '탈북청소년교육지원센터', '교육참여', '사회적인식', '자립지원', '재능지원']","대상은 북한이나 제3국 출생으로 초·중등학교에 재학 중인 탈북학생들이다. 이 프로그램은 학생들의 개인적 특성을 고려하여 맞춤형 멘토링 서비스를 제공하며, 학교 안팎의 생활영역에서 2년 이상 지속되는 장기 성장 멘토링과 심리상담을 포함한다."
65,기타지원,기타지원_66.html,탈북학생 교육 지원,The service provides educational support for North Korean defector students.,"The service includes recognition of North Korean education as domestic education and various educational support such as scholarships, mentoring, alternative educational facilities, after-school study rooms, group homes, online English education, learning materials, and specialized education for reunification.","The service aims to recognize the education received in North Korea as equivalent to domestic education. It provides financial support through scholarships, guidance and support through mentoring programs, alternative educational facilities for those who cannot attend regular schools, after-school study rooms for additional learning, group homes for accommodation, online English education for language learning, learning materials for self-study, and specialized education for reunification to help North Korean defector students adapt to the South Korean education system.",The service is targeted towards North Korean defectors.,The service is specifically designed to support North Korean defector students who have escaped from North Korea and settled in South Korea. It aims to provide them with educational opportunities and resources to help them integrate into the South Korean education system and pursue their academic goals.,"{'North Korean defectors': ['North Korean refugees', 'North Korean escapees', 'North Korean asylum seekers'], 'students': ['pupils', 'learners', 'scholars'], 'educational support': ['academic assistance', 'learning aid', 'education help']}","{'recognition': ['acknowledgement', 'validation', 'acceptance'], 'North Korean education': ['education in North Korea', 'education system in North Korea', 'educational background in North Korea'], 'educational support': ['academic assistance', 'learning aid', 'education help'], 'scholarships': ['financial aid', 'grants', 'funding'], 'mentoring': ['guidance', 'coaching', 'support'], 'alternative educational facilities': ['non-traditional schools', 'specialized learning centers', 'alternative education programs'], 'after-school study rooms': ['study centers', 'learning spaces', 'homework clubs'], 'group homes': ['residential facilities', 'shared accommodations', 'housing communities'], 'online English education': ['virtual English learning', 'internet-based English classes', 'digital language instruction'], 'learning materials': ['educational resources', 'study materials', 'teaching aids']}","['북한이탈주민', '북한탈출자', '북한이주민', '북한이웃사람', '북한출신', '학력인정', '학위인정', '기존학력보완', '학교원서제출', '학력사실증명', '장학금', '학비지원', '독립조달청', '재능장려금', '학업지원금', '멘토링', '학습지도', '계절학기', '학업상담', '진로지도', '대안교육시설', '특수목적학교', '문해반', '준비학교', '복학학교', '방과후공부방', '자발적참여활동', '자유학교', '자기주도학습', '열린교실', '그룹홈', '민간그룹홈', '어울림터', '청소년도서관', '자립생활지원', '화상영어교육', '온라인외국어회화', '비대면영어교육', '디지털강의', '평생학습', '학습지', '학습안내서', '학습보조교재', '학습용품', '학업진로정보', '통일전담교육사', '남북교육사업', '민간교사교류', '교육협력']","북한이탈주민을 대상으로 북한 학력을 국내 학력으로 인정하고, 장학금, 멘토링, 대안교육시설 등 다양한 교육 서비스를 지원하는 탈북학생 교육 프로그램이다."
66,기타지원,기타지원_67.html,북한이탈주민 교육비 지원,The service provides financial support for education expenses for North Korean defectors.,The service includes special admission support for university applicants and financial support for school tuition and dormitory fees.,"The service offers special admission support for North Korean defectors who wish to enter university. It also provides exemption from school tuition and dormitory fees for middle and high school students under the age of 24. In addition, it offers full exemption from public university tuition and 50% subsidy for private university tuition.",The service is targeted towards North Korean defectors.,The service is specifically designed to support North Korean defectors in their education. It aims to provide financial assistance and opportunities for higher education to help them integrate into South Korean society.,"{'North Korean defectors': ['North Korean refugees', 'North Korean escapees', 'North Korean migrants'], 'education support': ['educational assistance', 'learning aid', 'scholarship program']}","{'special admission support': ['special entrance support', 'admission assistance', 'enrollment aid'], 'university applicants': ['college applicants', 'higher education candidates', 'university aspirants'], 'financial support': ['financial assistance', 'monetary aid', 'funding'], 'school tuition': ['educational fees', 'tuition fees', 'academic expenses'], 'dormitory fees': ['housing fees', 'residence costs', 'accommodation expenses']}","['북한이탈주민', '북한탈북자', '북한난민', '북한인터넷주민증', '교육비지원', '학비지원', '입학특례', '입시대학', '특례입학', '대학진학', '대학등록금면제', '국공립대등록면제', '사립대 대학등록금보조', '학생지원서비스', '북한이탈주민지원', '교육정책', '재단지원', '남북하나재단', '한국사회통합', '탈북청년', '북한출신학생', '북한이탈주민교육', '등록금면제', '국제학교', '학비면제', '북한동포학생', '남북관계', '분단복구', '평화통일', '남북협력', '교육機會보장법', '북한인권', '북한인권상황', '국제기구', '특례직업능력개척사업', '대학정원제', '북한남북하나재단', '북녘', '하나재단', '서울숲']","북한이탈주민을 대상으로 하는 교육비 지원 서비스입니다. 이 서비스는 중·고등학교 등록금 및 기숙사 사용료 면제, 국공립대 등록금 면제 및 사립대 등록금 50% 보조와 같은 지원 내용을 제공합니다. 남북하나재단에 문의 후 신청할 수 있습니다."
